70999.3448089698,3088253.13448705
70999.3450935052,3088253.13443622
70999.3453752573,3088253.13438269
70999.3456545991,3088253.13432659
70999.3459329911,3088253.13426887
70999.3462096947,3088253.13420952
70999.3464840978,3088253.13414851
70999.346757911,3088253.13408676
70999.3470299479,3088253.13402509
70999.347300606,3088253.13396378
70999.3475702479,3088253.13390305
70999.3478380036,3088253.13384392
70999.3481034863,3088253.13378478
70999.348367133,3088253.13372594
70999.3486288189,3088253.13366736
70999.3488878112,3088253.13360852
70999.3494026311,3088253.13349034
70999.3496587963,3088253.13343162
70999.3499154269,3088253.13337275
70999.350172492,3088253.13331362
70999.3501184372,3088253.1333173
70999.3500646147,3088253.13332073
70999.3500110224,3088253.13332431
70999.3499570796,3088253.13332817
70999.3499023507,3088253.13333201
70999.3498463042,3088253.13333577
70999.3497889061,3088253.13334074
70999.3497296018,3088253.13334711
70999.3496687323,3088253.13335469
70999.3496070744,3088253.13336387
70999.3495456251,3088253.13337485
70999.3494837655,3088253.13338736
70999.3494221624,3088253.13340112
70999.3493606786,3088253.13341558
70999.3492981834,3088253.13343081
70999.3492356766,3088253.13344579
70999.3491724691,3088253.13346039
70999.3491074669,3088253.13347468
70999.349042124,3088253.13348777
70999.348976715,3088253.13350026
70999.3489105117,3088253.13351283
70999.3488435923,3088253.13352496
70999.3487756864,3088253.13353691
70999.3487071402,3088253.13354993
70999.3486374842,3088253.13356332
70999.3485665075,3088253.13357716
70999.3484940873,3088253.13359139
70999.3484201142,3088253.13360564
70999.3483439191,3088253.13362054
70999.3482653614,3088253.13363602
70999.3481849223,3088253.13365126
70999.3481023852,3088253.13366619
70999.3480186987,3088253.13368073
70999.3479343431,3088253.1336945
70999.3478488894,3088253.13370742
70999.3476742877,3088253.13373161
70999.3474943832,3088253.13375337
70999.3474022208,3088253.13376317
70999.3473080299,3088253.13377316
70999.347212682,3088253.13378286
70999.3471156539,3088253.13379231
70999.3470171124,3088253.13380212
70999.3469173546,3088253.1338122
70999.346815959,3088253.13382311
70999.3467138166,3088253.13383484
70999.3466114307,3088253.13384634
70999.3465082219,3088253.13385812
70999.3464037846,3088253.13387018
70999.346298309,3088253.13388215
70999.3461910871,3088253.13389419
70999.3460838856,3088253.13390627
70999.3459760037,3088253.13391763
70999.345867107,3088253.13392889
70999.3456468293,3088253.13395141
70999.3455358984,3088253.13396305
70999.3454244442,3088253.13397463
70999.3453125564,3088253.13398723
70999.3451993446,3088253.13400085
70999.344969743,3088253.1340303
70999.344853258,3088253.13404592
70999.3447363146,3088253.13406116
70999.3446183947,3088253.13407673
70999.3444991696,3088253.13409287
70999.3443785057,3088253.13410869
70999.3442555249,3088253.13412576
70999.3441314107,3088253.13414371
70999.344006373,3088253.13416208
70999.3438801198,3088253.13418039
70999.3437531939,3088253.13419872
70999.3436255618,3088253.13421655
70999.3434970832,3088253.13423457
70999.3435217316,3088253.13422767
70999.3437954903,3088253.13418035
70999.3440679408,3088253.13413332
70999.3443383145,3088253.1340863
70999.3446067944,3088253.13403969
70999.344873828,3088253.13399303
70999.345140078,3088253.13394575
70999.3454046723,3088253.13389864
70999.3456677832,3088253.13385201
70999.3459305579,3088253.13380485
70999.3461917538,3088253.13375756
70999.3464511482,3088253.13371094
70999.3467095355,3088253.13366402
70999.3469668914,3088253.13361695
70999.3472239107,3088253.13356971
70999.3474803185,3088253.13352198
70999.3477354103,3088253.1334742
70999.3479893762,3088253.13342584
70999.3482427404,3088253.13337724
70999.3484950856,3088253.1333282
70999.3487467953,3088253.13327868
70999.3489974986,3088253.13322916
70999.3492472808,3088253.13318023
70999.3494961189,3088253.13313173
70999.3497439234,3088253.13308392
70999.3498365097,3088253.13306209
70999.3497742542,3088253.1330657
70999.3497109637,3088253.13307037
70999.3496465138,3088253.13307498
70999.3495812409,3088253.1330795
70999.3495147953,3088253.13308395
70999.3494480372,3088253.13308808
70999.349380803,3088253.13309229
70999.3493124019,3088253.13309688
70999.349243298,3088253.13310076
70999.3491735126,3088253.1331043
70999.3490312389,3088253.13311252
70999.3489591261,3088253.13311728
70999.3488115773,3088253.13312663
70999.3487369521,3088253.13313072
70999.3486611589,3088253.1331352
70999.3485842348,3088253.13313988
70999.3485058123,3088253.13314447
70999.3484261837,3088253.13314987
70999.3483461405,3088253.13315547
70999.3482645686,3088253.13316155
70999.3481812906,3088253.13316839
70999.3480977549,3088253.13317438
70999.3480129864,3088253.13318069
70999.3478413574,3088253.13319316
70999.3477540819,3088253.13319923
70999.3476657677,3088253.133206
70999.3475766823,3088253.13321289
70999.347486556,3088253.13321909
70999.3473957494,3088253.13322504
70999.3473040852,3088253.13323082
70999.3472110572,3088253.13323716
70999.3470228559,3088253.13324946
70999.3469262052,3088253.13325572
70999.3468286787,3088253.13326216
70999.3466304316,3088253.13327688
70999.3465294823,3088253.13328451
70999.3464277537,3088253.13329248
70999.3463250851,3088253.1333008
70999.3462224873,3088253.1333085
70999.3461185014,3088253.13331664
70999.3460133544,3088253.13332486
70999.3459072165,3088253.13333334
70999.3457997531,3088253.13334289
70999.3456916656,3088253.13335316
70999.3455830083,3088253.1333631
70999.3454727516,3088253.13337359
70999.3453624749,3088253.13338412
70999.3452511444,3088253.13339558
70999.3451387467,3088253.13340797
70999.3450253547,3088253.13342116
70999.3449110046,3088253.13343453
70999.3447953797,3088253.13344806
70999.3446785172,3088253.13346158
70999.3444408781,3088253.1334895
70999.3443200828,3088253.13350445
70999.3441987242,3088253.13351917
70999.344076227,3088253.13353441
70999.3438286879,3088253.13356425
70999.3437033848,3088253.13357947
70999.3435770504,3088253.13359423
70999.343449371,3088253.1336091
70999.3433194925,3088253.13362524
70999.3431881319,3088253.13364134
70999.3430556695,3088253.13365748
70999.3429224701,3088253.13367373
70999.3427874335,3088253.13369007
70999.3426503594,3088253.13370712
70999.3431869012,3088253.13365159
70999.343479002,3088253.1336209
70999.3437698109,3088253.13359097
70999.3440590006,3088253.13356146
70999.3443471304,3088253.13353232
70999.3446341342,3088253.13350314
70999.3449198926,3088253.13347419
70999.3452042354,3088253.13344605
70999.3454873368,3088253.13341823
70999.3457689614,3088253.13339098
70999.3460495815,3088253.13336351
70999.346329028,3088253.13333592
70999.3466069293,3088253.13330921
70999.3468838736,3088253.1332828
70999.3471603127,3088253.13325578
70999.3474352779,3088253.13322969
70999.3477095768,3088253.13320409
70999.347982703,3088253.13317863
70999.3485266146,3088253.13312887
70999.3487972795,3088253.13310462
70999.3490664793,3088253.13308107
70999.3493352168,3088253.13305809
70999.3496029332,3088253.13303528
70999.3495393127,3088253.13304946
70999.3494747347,3088253.13306389
70999.3494086361,3088253.13307822
70999.3493413475,3088253.13309316
70999.3492731882,3088253.13310825
70999.3492028906,3088253.13312437
70999.3491316965,3088253.13314097
70999.3490591228,3088253.13315791
70999.3489848719,3088253.13317565
70999.3489102965,3088253.13319314
70999.348834118,3088253.13321039
70999.348756279,3088253.13322869
70999.3486775895,3088253.13324707
70999.3485979122,3088253.13326551
70999.3485168486,3088253.13328477
70999.3483509912,3088253.13332448
70999.3482657382,3088253.13334495
70999.3481796759,3088253.13336584
70999.3480912902,3088253.13338674
70999.3480015603,3088253.13340825
70999.3479116843,3088253.13342992
70999.3478201212,3088253.13345226
70999.3477269358,3088253.13347585
70999.3476330586,3088253.13349993
70999.3475370589,3088253.13352366
70999.3474400504,3088253.13354757
70999.3473419628,3088253.13357162
70999.347241522,3088253.13359591
70999.3471397988,3088253.13362024
70999.34703734,3088253.13364483
70999.3469337314,3088253.13367002
